616,3,1,2,68367.2,-1.23E+11,3.13E-01,1.24E-04
616,4,2,2,88432.9,-9.77E+11,1.68E-01,2.54E-04
616,5,3,2,99569.8,-3.73E+12,1.01E-01,4.29E-04
616,6,4,2,106682.7,-1.01E+13,6.54E-02,6.48E-04
616,7,5,2,111628.6,-2.24E+13,4.51E-02,9.13E-04
616,8,6,2,115270.1,-4.36E+13,3.26E-02,1.22E-03
616,9,7,2,118064.0,-7.69E+13,2.45E-02,1.58E-03
616,10,8,2,120276.9,-1.27E+14,1.89E-02,1.97E-03
616,11,9,2,122072.3,-1.97E+14,1.50E-02,2.42E-03
616,12,10,2,123558.9,-2.93E+14,1.21E-02,2.91E-03
616,13,11,2,124810.1,-4.22E+14,9.90E-03,3.44E-03
616,14,12,2,125877.3,-5.88E+14,8.25E-03,4.02E-03
616,15,13,2,126799.2,-7.99E+14,6.95E-03,4.65E-03
616,16,14,2,127602.8,-1.06E+15,5.92E-03,5.32E-03
616,17,15,2,128309.8,-1.39E+15,5.10E-03,6.03E-03
616,18,16,2,128936.7,-1.78E+15,4.42E-03,6.79E-03
616,19,17,2,129496.5,-2.25E+15,3.87E-03,7.60E-03
616,20,18,2,129999.1,-2.81E+15,3.40E-03,8.45E-03
616,21,19,2,130453.4,-3.47E+15,3.01E-03,9.34E-03
616,22,20,2,130865.4,-4.24E+15,2.68E-03,1.03E-02
616,23,21,2,131240.7,-5.13E+15,2.40E-03,1.13E-02
616,24,22,2,131584.6,-6.15E+15,2.16E-03,1.23E-02
616,25,23,2,131900.7,-7.32E+15,1.95E-03,1.34E-02
616,26,24,2,132192.1,-8.65E+15,1.77E-03,1.45E-02
616,27,25,2,132461.8,-1.01E+16,1.61E-03,1.57E-02
616,28,26,2,132711.5,-1.18E+16,1.47E-03,1.69E-02
616,29,27,2,132943.8,-1.37E+16,1.35E-03,1.82E-02
616,30,28,2,133161.0,-1.58E+16,1.24E-03,1.95E-02
616,31,29,2,133363.7,-1.82E+16,1.14E-03,2.08E-02
616,32,30,2,133553.7,-2.08E+16,1.05E-03,2.22E-02
616,33,31,2,133731.7,-2.37E+16,9.76E-04,2.37E-02
616,34,32,2,133899.4,-2.68E+16,9.06E-04,2.51E-02
616,35,33,2,134057.5,-3.03E+16,8.43E-04,2.67E-02
616,36,34,2,134206.5,-3.41E+16,7.86E-04,2.83E-02
616,37,35,2,134347.7,-3.82E+16,7.34E-04,2.99E-02
616,38,36,2,134481.0,-4.27E+16,6.86E-04,3.16E-02
616,39,37,2,134607.7,-4.76E+16,6.43E-04,3.33E-02
616,40,38,2,134727.7,-5.29E+16,6.04E-04,3.50E-02
616,41,39,2,134842.4,-5.86E+16,5.67E-04,3.68E-02
616,42,40,2,134951.0,-6.48E+16,5.34E-04,3.87E-02
616,43,41,2,135054.7,-7.15E+16,5.04E-04,4.06E-02
616,44,42,2,135153.7,-7.86E+16,4.76E-04,4.26E-02
616,45,43,2,135248.4,-8.63E+16,4.50E-04,4.45E-02
616,46,44,2,135338.9,-9.46E+16,4.25E-04,4.66E-02
616,47,45,2,135425.2,-1.03E+17,4.03E-04,4.87E-02
616,48,46,2,135508.4,-1.13E+17,3.82E-04,5.08E-02
616,49,47,2,135587.5,-1.23E+17,3.63E-04,5.30E-02
616,50,48,2,135664.1,-1.34E+17,3.45E-04,5.52E-02
616,51,49,2,135737.1,-1.45E+17,3.29E-04,5.75E-02
616,52,50,2,135807.7,-1.57E+17,3.13E-04,5.98E-02
616,53,51,2,135875.2,-1.7E+17,2.98E-04,6.22E-02
616,54,52,2,135940.4,-1.84E+17,2.85E-04,6.46E-02
616,55,53,2,136003.7,-1.98E+17,2.72E-04,6.70E-02
616,56,54,2,136064.1,-2.13E+17,2.60E-04,6.95E-02
616,57,55,2,136122.6,-2.3E+17,2.49E-04,7.21E-02
616,58,56,2,136178.7,-2.47E+17,2.38E-04,7.47E-02
616,59,57,2,136233.6,-2.65E+17,2.28E-04,7.73E-02
616,60,58,2,136286.1,-2.84E+17,2.19E-04,8.00E-02
616,61,59,2,136337.4,-3.04E+17,2.10E-04,8.27E-02
616,62,60,2,136386.2,-3.25E+17,2.01E-04,8.55E-02
616,63,61,2,136433.9,-3.47E+17,1.93E-04,8.83E-02
616,64,62,2,136480.3,-3.7E+17,1.86E-04,9.12E-02
616,65,63,2,136525.0,-3.94E+17,1.79E-04,9.41E-02
616,66,64,2,136568.4,-4.2E+17,1.72E-04,9.71E-02
616,67,65,2,136610.6,-4.47E+17,1.66E-04,1.00E-01
616,68,66,2,136651.7,-4.75E+17,1.60E-04,1.03E-01
616,69,67,2,136690.9,-5.04E+17,1.54E-04,1.06E-01
616,70,68,2,136729.5,-5.35E+17,1.49E-04,1.09E-01
616,71,69,2,136766.9,-5.67E+17,1.43E-04,1.13E-01
616,72,70,2,136803.7,-6.01E+17,1.38E-04,1.16E-01
616,73,71,2,136838.7,-6.36E+17,1.34E-04,1.19E-01
616,74,72,2,136873.7,-6.72E+17,1.29E-04,1.22E-01
616,75,73,2,136906.9,-7.1E+17,1.25E-04,1.26E-01
616,76,74,2,136939.4,-7.5E+17,1.21E-04,1.29E-01
